Unnamed: 0,match_event_id,location_x,location_y,remaining_min,power_of_shot,knockout_match,game_season,remaining_sec,distance_of_shot,is_goal,area_of_shot,shot_basics,range_of_shot,team_name,date_of_game,home/away,shot_id_number,lat/lng,type_of_shot,type_of_combined_shot,match_id,team_id,remaining_min_1,power_of_shot_1,knockout_match_1,remaining_sec_1,distance_of_shot_1
572,282.0,-149.0,34.0,6.0,3.0,0,2000-01,30.0,35.0,,Left Side(L),,8-16 ft.,Manchester United,2000-12-15,MANU vs. VAN,573,"42.982923, -71.446094",,shot - 3,20000334,1610612747,6.0,3.0,88.60799999999999,30.0,35.0
575,20.0,0.0,0.0,10.0,1.0,0,2000-01,29.0,20.0,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2000-12-17,MANU @ TOR,576,"43.717098, -79.395917",shot - 32,,20000347,1610612747,10.0,1.0,0.0,29.0,20.0
577,40.0,0.0,0.0,8.0,1.0,0,2000-01,14.0,20.0,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2000-12-17,MANU @ TOR,578,"43.717098, -79.395917",shot - 18,,20000347,1610612747,8.0,1.0,0.0,14.0,22.4
590,371.0,123.0,188.0,2.0,3.0,0,2000-01,26.0,42.0,,Right Side Center(RC),Mid Range,16-24 ft.,,2000-12-17,MANU @ TOR,591,"43.717098, -79.395917",,shot - 3,20000347,1610612747,2.0,3.0,0.0,26.0,42.0
595,439.0,-4.0,99.0,8.0,4.0,0,2000-01,13.0,29.0,,Center(C),Goal Line,8-16 ft.,Manchester United,2000-12-17,MANU @ TOR,596,"43.717098, -79.395917",,shot - 3,20000347,1610612747,119.64,4.0,23.8,13.0,
596,460.0,-134.0,177.0,6.0,4.0,0,2000-01,14.0,42.0,,Left Side Center(LC),Mid Range,16-24 ft.,Manchester United,2000-12-17,MANU @ TOR,597,"43.717098, -79.395917",,shot - 3,20000347,1610612747,6.0,4.0,0.0,14.0,42.0
600,515.0,-48.0,72.0,0.0,,0,2000-01,48.0,28.0,,Left Side(L),Goal Line,8-16 ft.,Manchester United,2000-12-17,MANU @ TOR,601,"43.717098, -79.395917",shot - 15,,20000347,1610612747,0.0,4.0,0.0,48.0,28.0
604,24.0,110.0,165.0,8.0,1.0,0,,,39.0,,Right Side Center(RC),Mid Range,16-24 ft.,Manchester United,,MANU @ MIA,605,"25.790710, -80.207819",,shot - 3,20000352,1610612747,8.0,40.36,74.8,28.2,39.0
616,,125.0,0.0,10.0,3.0,0,2000-01,33.0,32.0,,Right Side(R),Mid Range,8-16 ft.,Manchester United,2000-12-19,MANU @ MIA,617,"25.790710, -80.207819",shot - 10,,20000352,1610612747,10.0,3.0,0.0,95.7856,32.0
624,322.0,182.0,-23.0,11.0,4.0,0,2000-01,13.0,38.0,,Right Side(R),Mid Range,,Manchester United,2000-12-19,MANU @ MIA,625,"25.790710, -80.207819",shot - 55,,20000352,1610612747,11.0,4.0,0.0,13.0,91.728
627,420.0,-166.0,0.0,0.0,4.0,0,2000-01,18.0,36.0,,Left Side(L),Mid Range,16-24 ft.,Manchester United,2000-12-19,,628,"25.790710, -80.207819",shot - 51,,20000352,1610612747,0.0,4.0,0.0,18.0,36.0
633,68.0,159.0,78.0,3.0,1.0,0,2000-01,43.0,37.0,,,Mid Range,16-24 ft.,Manchester United,2000-12-21,MANU @ HOU,634,"29.740325, -95.365762",,shot - 3,20000373,1610612747,,1.0,0.0,,114.728
645,327.0,,23.0,,3.0,0,2000-01,20.0,26.0,,Center(C),Goal Line,Less Than 8 ft.,Manchester United,2000-12-21,MANU @ HOU,646,"29.740325, -95.365762",,shot - 3,20000373,1610612747,3.0,3.0,0.0,20.0,26.0
648,378.0,,133.0,9.0,4.0,0,2000-01,44.0,37.0,,,Mid Range,16-24 ft.,Manchester United,2000-12-21,MANU @ HOU,649,"29.740325, -95.365762",,shot - 3,20000373,1610612747,9.0,4.0,0.0,44.0,37.0
650,402.0,0.0,0.0,6.0,4.0,0,2000-01,16.0,20.0,,Center(C),,Less Than 8 ft.,Manchester United,2000-12-21,MANU @ HOU,651,"29.740325, -95.365762",shot - 4,,20000373,1610612747,81.64,4.0,0.0,,20.0
653,472.0,0.0,0.0,0.0,4.0,0,,11.0,20.0,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2000-12-21,MANU @ HOU,654,"29.740325, -95.365762",,shot - 1,20000373,1610612747,0.0,4.0,0.0,11.0,20.0
655,6.0,0.0,0.0,11.0,1.0,0,2000-01,6.0,20.0,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2000-12-22,MANU @ DAL,656,"32.757824, -96.786653",shot - 39,,20000379,1610612747,11.0,38.36,0.0,6.0,20.0
656,10.0,3.0,137.0,10.0,1.0,0,2000-01,47.0,33.0,,,,8-16 ft.,Manchester United,2000-12-22,MANU @ DAL,657,"32.757824, -96.786653",,shot - 3,20000379,1610612747,10.0,1.0,0.0,114.2,33.0
660,116.0,0.0,0.0,0.0,1.0,0,2000-01,10.0,20.0,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2000-12-22,MANU @ DAL,661,"32.757824, -96.786653",shot - 12,,20000379,1610612747,0.0,63.36,0.0,10.0,20.0
668,275.0,167.0,,9.0,3.0,0,2000-01,,39.0,,Right Side(R),,16-24 ft.,Manchester United,2000-12-22,MANU @ DAL,669,"32.757824, -96.786653",,shot - 3,20000379,1610612747,9.0,,0.0,1.0,39.0
669,296.0,0.0,0.0,5.0,3.0,0,,51.0,20.0,,Center(C),Goal Area,Less Than 8 ft.,,,MANU @ DAL,670,"32.757824, -96.786653",,shot - 1,20000379,1610612747,,3.0,0.0,51.0,67.4
679,112.0,0.0,0.0,0.0,1.0,0,,10.0,20.0,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2000-12-25,MANU vs. POR,680,"42.982923, -71.446094",shot - 4,,20000397,1610612747,102.64,1.0,0.0,70.7856,20.0
692,474.0,-44.0,55.0,1.0,4.0,0,2000-01,49.0,27.0,,Center(C),Goal Line,Less Than 8 ft.,Manchester United,2000-12-25,MANU vs. POR,693,"42.982923, -71.446094",shot - 15,,20000397,1610612747,1.0,,0.0,49.0,
693,476.0,-71.0,99.0,1.0,,0,2000-01,22.0,32.0,,Left Side(L),Goal Line,8-16 ft.,Manchester United,2000-12-25,MANU vs. POR,694,"42.982923, -71.446094",shot - 2,,20000397,1610612747,62.64,4.0,0.0,22.0,32.0
698,49.0,-27.0,169.0,4.0,1.0,0,,30.0,,,Center(C),Mid Range,16-24 ft.,,2000-12-28,MANU @ PHX,699,"33.552026, -112.071667",shot - 21,,20000420,1610612747,87.64,1.0,0.0,30.0,67.4
710,284.0,167.0,97.0,6.0,3.0,0,2000-01,7.0,39.0,,Right Side(R),Mid Range,16-24 ft.,Manchester United,2000-12-28,MANU @ PHX,711,"33.552026, -112.071667",,shot - 3,20000420,1610612747,67.64,3.0,0.0,7.0,39.0
714,29.0,174.0,45.0,8.0,1.0,0,,50.0,37.0,,Right Side(R),,16-24 ft.,Manchester United,2000-12-30,MANU @ LAC,715,"34.189593, -118.471724",,shot - 3,20000434,1610612747,8.0,1.0,,50.0,37.0
717,45.0,144.0,61.0,5.0,1.0,0,2000-01,53.0,35.0,,Right Side(R),Mid Range,8-16 ft.,Manchester United,2000-12-30,MANU @ LAC,718,"34.189593, -118.471724",,shot - 3,20000434,1610612747,5.0,1.0,93.35231999999999,,35.0
721,109.0,153.0,0.0,,2.0,0,2000-01,30.0,35.0,,Right Side(R),Mid Range,8-16 ft.,Manchester United,2000-12-30,MANU @ LAC,722,"34.189593, -118.471724",,shot - 3,20000434,1610612747,59.64,2.0,50.928000000000004,45.2,35.0
722,126.0,-191.0,188.0,8.0,,0,,55.0,46.0,,Left Side Center(LC),Penalty Spot,24+ ft.,Manchester United,2000-12-30,MANU @ LAC,723,"34.189593, -118.471724",,shot - 3,20000434,1610612747,8.0,21.36,0.0,55.0,46.0
724,156.0,16.0,82.0,5.0,2.0,0,2000-01,33.0,,,Center(C),Goal Line,8-16 ft.,,2000-12-30,MANU @ LAC,725,"34.189593, -118.471724",shot - 15,,20000434,1610612747,5.0,58.36,0.0,55.7856,28.0
733,41.0,153.0,61.0,7.0,1.0,0,,5.0,36.0,,Right Side(R),Mid Range,16-24 ft.,Manchester United,2001-01-03,MANU vs. UTA,734,"42.982923, -71.446094",,shot - 3,20000456,1610612747,94.2,30.36,0.0,5.0,36.0
734,53.0,0.0,0.0,6.0,1.0,0,2000-01,1.0,20.0,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2001-01-03,MANU vs. UTA,735,"42.982923, -71.446094",shot - 39,,20000456,1610612747,6.0,1.0,0.0,1.0,20.0
736,95.0,-44.0,,0.0,1.0,0,2000-01,53.0,25.0,,,Goal Line,Less Than 8 ft.,,2001-01-03,MANU vs. UTA,737,"42.982923, -71.446094",,shot - 3,20000456,1610612747,0.0,1.0,65.8,30.2,10.4
745,235.0,159.0,17.0,9.0,3.0,0,2000-01,46.0,,,Right Side(R),Mid Range,8-16 ft.,Manchester United,2001-01-03,MANU vs. UTA,746,"42.982923, -71.446094",shot - 56,,20000456,1610612747,9.0,3.0,0.0,46.0,35.0
746,,159.0,99.0,5.0,3.0,0,2000-01,27.0,38.0,,Right Side(R),Mid Range,16-24 ft.,Manchester United,2001-01-03,MANU vs. UTA,747,"42.982923, -71.446094",shot - 15,,20000456,1610612747,5.0,3.0,0.0,,38.0
763,166.0,-170.0,-15.0,7.0,2.0,0,2000-01,,37.0,,Left Side(L),Mid Range,16-24 ft.,Manchester United,2001-01-07,MANU vs. LAC,764,,,shot - 3,20000484,1610612747,7.0,2.0,0.0,16.0,37.0
765,180.0,11.0,270.0,5.0,2.0,0,2000-01,49.0,47.0,,Center(C),Penalty Spot,24+ ft.,Manchester United,2001-01-07,MANU vs. LAC,766,"42.982923, -71.446094",,shot - 3,20000484,1610612747,5.0,2.0,88.35231999999999,49.0,47.0
766,182.0,-176.0,13.0,5.0,2.0,0,2000-01,37.0,37.0,,Left Side(L),Mid Range,16-24 ft.,Manchester United,2001-01-07,MANU vs. LAC,767,"42.982923, -71.446094",,shot - 3,20000484,1610612747,5.0,2.0,0.0,37.0,37.0
770,241.0,-136.0,13.0,0.0,2.0,0,2000-01,25.0,33.0,,Left Side(L),Mid Range,8-16 ft.,Manchester United,2001-01-07,MANU vs. LAC,771,"42.982923, -71.446094",,shot - 3,20000484,1610612747,0.0,35.36,0.0,25.0,33.0
772,251.0,-71.0,13.0,11.0,3.0,0,,20.0,27.0,,Center(C),Goal Line,Less Than 8 ft.,Manchester United,2001-01-07,MANU vs. LAC,773,"42.982923, -71.446094",shot - 27,,20000484,1610612747,11.0,108.36,0.0,20.0,27.0
773,272.0,-1.0,175.0,8.0,3.0,0,2000-01,45.0,37.0,,Center(C),Mid Range,16-24 ft.,Manchester United,2001-01-07,MANU vs. LAC,774,"42.982923, -71.446094",shot - 39,,20000484,1610612747,8.0,3.0,0.0,45.0,37.0
782,120.0,,72.0,10.0,2.0,0,2000-01,12.0,27.0,,Center(C),Goal Line,Less Than 8 ft.,Manchester United,,,783,"42.982923, -71.446094",shot - 36,,20000519,1610612747,10.0,2.0,33.8,83.7856,69.4
783,174.0,,198.0,4.0,2.0,0,2000-01,29.0,,,,Penalty Spot,24+ ft.,Manchester United,2001-01-12,MANU vs. CLE,784,"42.982923, -71.446094",shot - 33,,20000519,1610612747,4.0,2.0,0.0,29.0,44.0
788,244.0,-164.0,28.0,8.0,3.0,0,2000-01,31.0,36.0,,Left Side(L),Mid Range,16-24 ft.,Manchester United,2001-01-12,MANU vs. CLE,789,"42.982923, -71.446094",,shot - 3,20000519,1610612747,8.0,3.0,0.0,107.7856,
791,305.0,186.0,171.0,2.0,3.0,0,2000-01,22.0,,,Right Side Center(RC),Penalty Spot,24+ ft.,Manchester United,2001-01-12,MANU vs. CLE,792,"42.982923, -71.446094",shot - 17,,20000519,1610612747,2.0,3.0,0.0,22.0,45.0
803,470.0,-164.0,,0.0,4.0,0,,59.0,43.0,,Left Side Center(LC),Penalty Spot,24+ ft.,,2001-01-12,MANU vs. CLE,804,"42.982923, -71.446094",,shot - 3,20000519,1610612747,0.0,4.0,0.0,59.0,43.0
808,144.0,176.0,-15.0,7.0,2.0,0,,10.0,37.0,,Right Side(R),Mid Range,16-24 ft.,Manchester United,,MANU @ UTA,809,"40.774891, -111.930790",shot - 14,,20000529,1610612747,114.64,29.36,53.608000000000004,10.0,37.0
811,195.0,-187.0,-32.0,0.0,2.0,0,2000-01,45.0,38.0,,Left Side(L),Mid Range,16-24 ft.,Manchester United,2001-01-13,MANU @ UTA,812,"40.774891, -111.930790",shot - 39,,20000529,1610612747,0.0,2.0,49.928000000000004,45.0,38.0
812,198.0,197.0,141.0,0.0,,0,2000-01,21.0,44.0,,Right Side Center(RC),Penalty Spot,24+ ft.,Manchester United,2001-01-13,MANU @ UTA,813,"40.774891, -111.930790",shot - 55,,20000529,1610612747,0.0,2.0,0.0,21.0,44.0
816,247.0,70.0,0.0,8.0,3.0,0,2000-01,59.0,27.0,,Center(C),Goal Line,Less Than 8 ft.,Manchester United,2001-01-13,MANU @ UTA,817,"40.774891, -111.930790",,shot - 3,20000529,1610612747,8.0,3.0,0.0,59.0,27.0
817,256.0,-107.0,,7.0,3.0,0,,43.0,31.0,,Left Side(L),Mid Range,8-16 ft.,Manchester United,2001-01-13,MANU @ UTA,818,,,shot - 3,20000529,1610612747,56.64,3.0,0.0,43.0,31.0
819,307.0,161.0,13.0,3.0,3.0,0,,53.0,36.0,,Right Side(R),Mid Range,16-24 ft.,Manchester United,2001-01-13,MANU @ UTA,820,"40.774891, -111.930790",,shot - 3,20000529,1610612747,65.2,3.0,0.0,53.0,36.0
824,442.0,-157.0,141.0,3.0,4.0,0,,1.0,41.0,,Left Side Center(LC),Mid Range,16-24 ft.,Manchester United,2001-01-13,MANU @ UTA,825,"40.774891, -111.930790",shot - 23,,20000529,1610612747,3.0,32.36,0.0,1.0,96.4
825,457.0,144.0,148.0,2.0,4.0,0,,23.0,40.0,,Right Side Center(RC),Mid Range,16-24 ft.,Manchester United,2001-01-13,MANU @ UTA,826,"40.774891, -111.930790",,shot - 3,20000529,1610612747,70.64,4.0,0.0,23.0,40.0
828,6.0,231.0,82.0,10.0,1.0,0,2000-01,55.0,44.0,,Right Side(R),Right Corner,24+ ft.,Manchester United,2001-01-15,,829,"42.982923, -71.446094",,shot - 3,20000545,1610612747,10.0,1.0,0.0,55.0,44.0
832,,123.0,160.0,2.0,1.0,0,2000-01,44.0,40.0,,Right Side Center(RC),Mid Range,16-24 ft.,Manchester United,2001-01-15,MANU vs. VAN,833,"42.982923, -71.446094",shot - 10,,20000545,1610612747,2.0,1.0,108.60799999999999,44.0,40.0
854,50.0,207.0,137.0,5.0,1.0,0,2000-01,15.0,44.0,,Right Side Center(RC),Penalty Spot,24+ ft.,Manchester United,2001-01-19,MANU vs. HOU,855,"42.982923, -71.446094",,shot - 3,20000571,1610612747,5.0,19.36,0.0,15.0,44.0
858,84.0,0.0,0.0,1.0,1.0,0,2000-01,30.0,20.0,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2001-01-19,MANU vs. HOU,859,"42.982923, -71.446094",shot - 4,,20000571,1610612747,1.0,1.0,0.0,30.0,20.0
861,,180.0,181.0,8.0,2.0,0,2000-01,0.0,45.0,,Right Side Center(RC),Penalty Spot,24+ ft.,Manchester United,2001-01-19,,862,"42.982923, -71.446094",shot - 32,,20000571,1610612747,8.0,2.0,47.8,29.2,45.0
869,291.0,-164.0,192.0,5.0,3.0,0,,55.0,45.0,,Left Side Center(LC),Penalty Spot,24+ ft.,Manchester United,2001-01-19,MANU vs. HOU,870,"42.982923, -71.446094",,shot - 3,20000571,1610612747,5.0,3.0,0.0,55.0,45.0
875,18.0,153.0,51.0,8.0,1.0,0,2000-01,54.0,36.0,,Right Side(R),Mid Range,16-24 ft.,Manchester United,2001-01-21,MANU vs. MIA,876,"42.982923, -71.446094",shot - 7,,20000583,1610612747,8.0,1.0,0.0,54.0,36.0
879,73.0,-164.0,116.0,0.0,1.0,0,2000-01,34.0,40.0,,Left Side(L),Mid Range,16-24 ft.,Manchester United,2001-01-21,MANU vs. MIA,880,"42.982923, -71.446094",,shot - 3,20000583,1610612747,0.0,1.0,0.0,34.0,40.0
885,164.0,0.0,0.0,3.0,2.0,0,,47.0,20.0,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2001-01-21,MANU vs. MIA,886,"42.982923, -71.446094",shot - 12,,20000583,1610612747,3.0,29.36,0.0,47.0,20.0
888,249.0,-107.0,165.0,9.0,3.0,0,2000-01,57.0,39.0,,Left Side Center(LC),Mid Range,16-24 ft.,Manchester United,2001-01-21,MANU vs. MIA,889,"42.982923, -71.446094",shot - 44,,20000583,1610612747,34.64,3.0,0.0,57.0,96.4
890,276.0,0.0,0.0,7.0,3.0,0,,45.0,20.0,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2001-01-21,MANU vs. MIA,891,"42.982923, -71.446094",shot - 39,,20000583,1610612747,7.0,90.36,0.0,45.0,20.0
896,393.0,0.0,0.0,8.0,4.0,0,,38.0,20.0,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2001-01-21,MANU vs. MIA,897,"42.982923, -71.446094",,shot - 1,20000583,1610612747,40.64,,0.0,38.0,20.0
901,4.0,-75.0,,11.0,1.0,0,,29.0,45.0,,Center(C),Penalty Spot,24+ ft.,Manchester United,2001-01-23,MANU @ SEA,902,"47.633181, -122.308343",,shot - 3,20000599,1610612747,107.64,1.0,0.0,29.0,45.0
902,16.0,-4.0,63.0,9.0,1.0,0,2000-01,19.0,26.0,,Center(C),Goal Line,Less Than 8 ft.,Manchester United,2001-01-23,MANU @ SEA,903,"47.633181, -122.308343",shot - 38,,20000599,1610612747,9.0,1.0,0.0,19.0,26.0
907,108.0,,245.0,0.0,1.0,0,2000-01,16.0,45.0,,Right Side Center(RC),Penalty Spot,24+ ft.,Manchester United,2001-01-23,MANU @ SEA,908,"47.633181, -122.308343",shot - 50,,20000599,1610612747,0.0,1.0,38.928000000000004,16.0,45.0
908,118.0,-69.0,173.0,,2.0,0,2000-01,1.0,38.0,,,Mid Range,16-24 ft.,Manchester United,2001-01-23,MANU @ SEA,909,"47.633181, -122.308343",shot - 29,,20000599,1610612747,74.2,2.0,0.0,1.0,38.0
919,459.0,1.0,251.0,4.0,4.0,0,2000-01,9.0,45.0,,Center(C),Penalty Spot,24+ ft.,Manchester United,,MANU @ SEA,920,"47.633181, -122.308343",shot - 42,,20000599,1610612747,4.0,4.0,0.0,140.7856,45.0
921,53.0,138.0,127.0,5.0,1.0,0,,24.0,38.0,,Right Side Center(RC),Mid Range,16-24 ft.,Manchester United,,MANU vs. NJN,922,"42.982923, -71.446094",,shot - 3,20000616,1610612747,5.0,1.0,0.0,24.0,
923,66.0,159.0,40.0,3.0,1.0,0,,54.0,36.0,,Right Side(R),Mid Range,,Manchester United,2001-01-26,MANU vs. NJN,924,"42.982923, -71.446094",shot - 15,,20000616,1610612747,3.0,1.0,0.0,54.0,36.0
931,201.0,-37.0,247.0,2.0,2.0,0,2000-01,26.0,44.0,,Center(C),Penalty Spot,24+ ft.,Manchester United,2001-01-26,MANU vs. NJN,932,"42.982923, -71.446094",shot - 17,,20000616,1610612747,64.64,2.0,130.608,49.2,44.0
933,249.0,81.0,253.0,10.0,3.0,0,2000-01,37.0,46.0,,Center(C),Penalty Spot,24+ ft.,Manchester United,2001-01-26,MANU vs. NJN,934,"42.982923, -71.446094",,shot - 3,20000616,1610612747,10.0,3.0,0.0,37.0,46.0
936,389.0,138.0,219.0,7.0,4.0,0,,1.0,45.0,,Right Side Center(RC),Penalty Spot,24+ ft.,Manchester United,2001-01-26,MANU vs. NJN,937,"42.982923, -71.446094",shot - 7,,20000616,1610612747,7.0,4.0,0.0,1.0,14.4
937,409.0,0.0,0.0,5.0,4.0,0,2000-01,18.0,20.0,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2001-01-26,MANU vs. NJN,938,"42.982923, -71.446094",,shot - 4,20000616,1610612747,64.64,4.0,114.60799999999999,18.0,20.0
940,6.0,127.0,55.0,11.0,,0,,23.0,33.0,,,Mid Range,8-16 ft.,Manchester United,2001-01-28,MANU @ NYK,941,"40.708999, -73.872430",shot - 45,,20000629,1610612747,11.0,1.0,0.0,23.0,33.0
942,33.0,157.0,28.0,6.0,1.0,0,2000-01,,35.0,,Right Side(R),Mid Range,8-16 ft.,Manchester United,2001-01-28,MANU @ NYK,943,"40.708999, -73.872430",shot - 41,,20000629,1610612747,6.0,104.36,0.0,4.0,68.4
946,143.0,-138.0,122.0,6.0,2.0,0,2000-01,8.0,,,Left Side Center(LC),Mid Range,16-24 ft.,Manchester United,2001-01-28,,947,"40.708999, -73.872430",,shot - 3,20000629,1610612747,6.0,2.0,54.608000000000004,8.0,38.4
949,165.0,-132.0,133.0,3.0,2.0,0,2000-01,50.0,38.0,,Left Side Center(LC),Mid Range,16-24 ft.,Manchester United,2001-01-28,MANU @ NYK,950,"40.708999, -73.872430",shot - 36,,20000629,1610612747,3.0,2.0,0.0,50.0,38.0
951,212.0,163.0,72.0,11.0,3.0,0,2000-01,44.0,37.0,,Right Side(R),Mid Range,16-24 ft.,Manchester United,2001-01-28,MANU @ NYK,952,"40.708999, -73.872430",,shot - 3,20000629,1610612747,27.64,3.0,78.928,44.0,37.0
953,219.0,0.0,0.0,10.0,3.0,0,2000-01,30.0,20.0,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2001-01-28,MANU @ NYK,954,"40.708999, -73.872430",,shot - 1,20000629,1610612747,10.0,118.36,74.8,30.0,15.4
961,386.0,0.0,0.0,4.0,4.0,0,2000-01,,20.0,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2001-01-28,MANU @ NYK,962,"40.708999, -73.872430",,shot - 4,20000629,1610612747,4.0,100.36,0.0,53.0,20.0
962,413.0,-168.0,89.0,2.0,4.0,0,2000-01,38.0,39.0,,Left Side(L),Mid Range,16-24 ft.,Manchester United,,MANU @ NYK,963,"40.708999, -73.872430",shot - 52,,20000629,1610612747,31.2,4.0,0.0,91.2,61.4
974,110.0,167.0,-8.0,1.0,1.0,0,2000-01,34.0,36.0,,Right Side(R),Mid Range,16-24 ft.,Manchester United,2001-01-30,MANU @ CLE,975,"41.484971, -81.671552",shot - 22,,20000641,1610612747,1.0,1.0,0.0,,36.0
978,222.0,-56.0,188.0,3.0,,0,2000-01,57.0,39.0,,Center(C),,16-24 ft.,Manchester United,2001-01-30,MANU @ CLE,979,"41.484971, -81.671552",shot - 28,,20000641,1610612747,42.64,2.0,0.0,57.0,39.0
980,259.0,64.0,127.0,1.0,2.0,0,2000-01,20.0,34.0,,Center(C),Goal Line,8-16 ft.,Manchester United,,MANU @ CLE,981,"41.484971, -81.671552",shot - 42,,20000641,1610612747,1.0,2.0,0.0,20.0,79.4
982,270.0,231.0,0.0,0.0,2.0,0,2000-01,0.0,43.0,,Right Side(R),Right Corner,24+ ft.,Manchester United,2001-01-30,MANU @ CLE,983,"41.484971, -81.671552",shot - 36,,20000641,1610612747,0.0,2.0,0.0,119.2,43.0
984,285.0,7.0,0.0,10.0,,0,2000-01,49.0,20.0,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2001-01-30,MANU @ CLE,985,"41.484971, -81.671552",,shot - 4,20000641,1610612747,,3.0,0.0,49.0,20.0
988,417.0,7.0,7.0,8.0,4.0,0,2000-01,36.0,20.0,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2001-01-30,MANU @ CLE,989,"41.484971, -81.671552",shot - 39,,20000641,1610612747,8.0,31.36,0.0,36.0,20.0
994,39.0,89.0,177.0,6.0,1.0,0,2000-01,22.0,39.0,,Right Side Center(RC),Mid Range,16-24 ft.,Manchester United,2001-01-31,MANU @ MIN,995,"46.667324, -94.419250",shot - 54,,20000651,1610612747,6.0,85.36,0.0,22.0,39.0
997,92.0,0.0,0.0,1.0,1.0,0,,29.0,20.0,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,,,998,"46.667324, -94.419250",shot - 39,,20000651,1610612747,1.0,1.0,49.608000000000004,29.0,51.4
1007,368.0,39.0,34.0,8.0,4.0,0,2000-01,24.0,25.0,,Center(C),Goal Line,Less Than 8 ft.,Manchester United,2001-01-31,MANU @ MIN,1008,"46.667324, -94.419250",shot - 6,,20000651,1610612747,8.0,4.0,42.8,24.0,
1018,93.0,0.0,0.0,0.0,1.0,0,2000-01,21.0,20.0,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2001-02-02,MANU vs. CHH,1019,"42.982923, -71.446094",shot - 26,,20000666,1610612747,72.64,1.0,0.0,75.7856,20.0
1022,191.0,172.0,,2.0,2.0,0,2000-01,41.0,42.0,,Right Side Center(RC),Mid Range,16-24 ft.,Manchester United,2001-02-02,MANU vs. CHH,1023,"42.982923, -71.446094",,shot - 3,20000666,1610612747,2.0,118.36,42.608000000000004,67.2,42.0
1025,223.0,153.0,106.0,0.0,2.0,0,,33.0,,,Right Side(R),Mid Range,16-24 ft.,Manchester United,2001-02-02,MANU vs. CHH,1026,"42.982923, -71.446094",,shot - 3,20000666,1610612747,0.0,2.0,0.0,33.0,96.4
1028,273.0,144.0,13.0,7.0,3.0,0,2000-01,33.0,,,Right Side(R),Mid Range,8-16 ft.,Manchester United,2001-02-02,MANU vs. CHH,1029,"42.982923, -71.446094",shot - 15,,20000666,1610612747,,3.0,0.0,33.0,34.0
1033,346.0,,120.0,0.0,3.0,0,2000-01,24.0,36.0,,Right Side Center(RC),Mid Range,16-24 ft.,Manchester United,2001-02-02,MANU vs. CHH,1034,"42.982923, -71.446094",,shot - 3,20000666,1610612747,0.0,3.0,0.0,113.7856,36.0
1035,,-44.0,34.0,5.0,4.0,0,2000-01,16.0,25.0,,Center(C),Goal Line,Less Than 8 ft.,Manchester United,2001-02-02,MANU vs. CHH,1036,"42.982923, -71.446094",shot - 15,,20000666,1610612747,5.0,4.0,0.0,16.0,25.0
1037,426.0,-143.0,110.0,2.0,4.0,0,2000-01,27.0,38.0,,Left Side Center(LC),Mid Range,16-24 ft.,,2001-02-02,MANU vs. CHH,1038,"42.982923, -71.446094",shot - 36,,20000666,1610612747,2.0,69.36,0.0,27.0,38.0
1038,432.0,165.0,51.0,1.0,4.0,0,2000-01,27.0,37.0,,Right Side(R),Mid Range,16-24 ft.,Manchester United,2001-02-02,MANU vs. CHH,1039,"42.982923, -71.446094",,shot - 3,20000666,1610612747,63.64,4.0,0.0,27.0,37.0
1043,40.0,85.0,2.0,6.0,1.0,0,2000-01,11.0,28.0,,Right Side(R),Mid Range,8-16 ft.,Manchester United,2001-02-04,MANU vs. SAC,1044,"42.982923, -71.446094",,shot - 3,20000682,1610612747,6.0,1.0,0.0,,64.4
1048,155.0,127.0,163.0,6.0,2.0,0,2000-01,15.0,40.0,,Right Side Center(RC),Mid Range,16-24 ft.,Manchester United,2001-02-04,MANU vs. SAC,1049,"42.982923, -71.446094",shot - 21,,20000682,1610612747,98.64,2.0,117.60799999999999,15.0,40.0
1050,183.0,0.0,0.0,4.0,2.0,0,2000-01,13.0,,,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2001-02-04,MANU vs. SAC,1051,"42.982923, -71.446094",,shot - 5,20000682,1610612747,4.0,2.0,0.0,13.0,20.0
1051,,,-15.0,3.0,2.0,0,2000-01,40.0,32.0,,Left Side(L),Mid Range,8-16 ft.,Manchester United,2001-02-04,MANU vs. SAC,1052,"42.982923, -71.446094",shot - 45,,20000682,1610612747,3.0,2.0,0.0,40.0,32.0
